place_name,address,lat,lon,tags,description,category_clean,governorateId
Bob Marley Guest house and restaurant - Luxor,"Prince St, Luxor, Egypt",24.0924675,32.8910305,"restaurant, family_friendly, cozy","Bob Marley Guest house and restaurant is a charming spot located in Luxor, offering both comfortable guest house accommodations and a delightful dining experience. The venue serves a variety of Egyptian and international dishes, with a focus on Mediterranean flavors and freshly prepared meals. Its relaxed atmosphere and friendly service make it a popular choice for travelers seeking a cozy stay and tasty meals.",food_drink,3
Bob Marley Guest house and restaurant a - Kom Ombo,"Kom Ombo, Aswan Governorate, Egypt",24.0906799,32.8911583,"restaurant, family_friendly, touristic","Bob Marley Guest house and restaurant a is a charming eatery and lodging spot situated in the town of Kom Ombo, Egypt, near the famous Kom Ombo Temple. The venue offers a relaxed atmosphere with Mediterranean and Egyptian dishes, featuring a menu that highlights fresh seafood, grilled meats, and traditional Egyptian specialties. Guests can enjoy comfortable rooms, a garden courtyard, and easy access to the Nile River views, making it a popular choice for travelers seeking both culinary delights and a convenient base for exploring the historic site.",food_drink,1
Al Horreya Cafe,,30.0452259,31.2404598,"cafe, popular, local","Spacious cafe, old authentic style, simple tables and chairs and serves mostly beer, located in down town, good middle class crowd who came for beer and chat. one of the best places to drink beer in Cairo! It is a very authentic experience.",food_drink,9
Cilantro,,30.0647127,31.2157953,"restaurant, cafe, fast_food, popular","Cilantro is the fastest growing tech-enabled F&B chain in Egypt with a network of 90+ stores that operate all across the country. The company is on a mission to become the #1 F&B operator in the region, and to do this we're looking to build a team of superstar “A” players. Cilantro, a Cairo-born brand established in 2001, has always been a first-mover and a pioneer in the local F&B market. Our aim at Cilantro is to Create Magic Moments every day through Outstanding Hospitality, Delicious products, Best Value, and Great Convenience.",food_drink,9
Didos Al Dente,,30.0693145,31.2198471,"cozy, popular, restaurant, family_friendly","Didos Al Dente is an Italian restaurant located in Zamalek, Cairo, Egypt, known for its freshly prepared pasta and pizza cooked in front of guests. The venue offers a cozy, small space that often fills up quickly, providing a vibrant atmosphere for diners. Customer reviews highlight generous portions, diverse pasta varieties, and flavorful dishes, while also noting occasional service inconsistencies.",food_drink,9
Maison Thomas,,30.0591691,31.2241754,"restaurant, bakery, popular, takeaway, delivery","Maison Thomas is an Italian restaurant and bakery located on 26th of July Street in Cairo, offering authentic pizza and pastry items. Since 1922, it has been praised for having some of the best pizza in Egypt and is a popular spot in Zamalek. The venue provides dine-in, takeaway, and delivery services to its customers.",food_drink,9
Simonds,,30.0596475,31.2224016,"bakery, cafe, historical_site","Simonds is a historic bakery and cafe located in the center of Cairo, Egypt, operating since 1898. It offers French and Oriental pastries, cakes, and the best Danish in Egypt, along with coffee and light meals. The brand has three locations in Downtown Cairo, Dokki, and Zamalek, with its main bakery at 29 Shref Basha St Abdeen, Cairo 11511 Egypt.",food_drink,9
Blue Nile Boat,,30.0454853,31.2286107,"restaurant, luxury, popular, touristic","Floating on the Nile right in the heart of Zamalek, the Blue Nile Boat is one of Cairo's favorite entertainment hubs. Featuring some of the city's best restaurants, bars, clubs, lounges and more, there's always something new to experience...day and night",food_drink,9
Pizza Hut,,29.9753997,31.1411331,"restaurant, delivery, popular","Pizza Hut in Cairo is located at 1 Mohamed Mahmoud Street, El Tahrir Square. The restaurant offers a variety of pizzas, including seafood pizza, and has received mixed reviews ranging from very good to truly awful. Customers note its busy atmosphere and strategic central location.",food_drink,9
Petit Palmyra,,30.0922905,31.3235093,"restaurant, cozy, family_friendly, local, popular","Petit Palmyra is an Egyptian restaurant located in Heliopolis. It has been operating since 1949 and is known for its authentic Egyptian dishes. Reviewers describe it as a great and nice restaurant with a cozy atmosphere. It offers dine‑in, takeaway and delivery options.",food_drink,9
Coffee Shop Company,,30.0921141,31.3231629,"cafe, restaurant, delivery",Coffee Shop Company El Mosheer Street Address: Building 2 El Mosheer Ahmed Esmail street in front of Almaza Air Force Base and beside Fairmont Hotel Phone No. Categories (3) Cafes and Coffee Shops Restaurants Restaurants Eat Out,food_drink,9
Chantilly,,30.0899484,31.3232281,"restaurant, luxury, popular","Le Chantilly offers delicious menus; Breakfast, Lunch, and Dinner and a wide selection of cheese for gourmet cheese lovers including “Swiss Cheese Fondue”. Our talented chefs specialize in the Swiss and international cuisine, expertly prepared and guaranteed to impress. The Swiss Egyptian Restaurants Corporation (SERCO) is a registered joint stock company founded in 1976 as the first and only company operating under the provisions of the Egyptian Investment Law in this field.",food_drink,9
Benos Cafe,,30.0660883,31.3442363,"cafe, cozy, popular","Step inside Beano's Cafe and experience more than just a café – it's a haven of modern comfort and warmth, designed to make you feel right at the zone. Our vibrant ambiance and in-house bakery at Beano's Cafe add to the experience, tempting you with the scent of freshly baked treats. Whether you are a fan of robust espresso or prefer a refreshing iced coffee blend, Beano's Cafe is THE spot. An energetic hub of flavor, fun, and meaningful connections, Beano’s Cafe offers a unique experience for coffee lovers.",food_drink,9
Al Anwar Al Mohamadia,,30.0660103,31.3432187,"restaurant, family_friendly, popular, local","El Mohamady in New Cairo has become a go-to restaurant for anyone craving authentic Egyptian flavors with a modern twist. Conveniently located at Arabella Plaza, Gamal Abdel Nasser St., New Cairo 1, Cairo Governorate, this spot blends traditional tastes with a trendy dining vibe that makes it stand out among other locations in the area. Whether you’re stopping by for a casual meal or planning a family gathering, the menu here has something to impress every guest.",food_drink,9
Abu Shakra,,30.0600951,31.3450925,"restaurant, takeaway, popular, local","Abou Shakra was established in 1947 by Ahmed Abou Shakra in one of the oldest districts in old Cairo, El Kasir El Einy. Since then they have expanded to twelve locations in Egypt although I think this is the original location. There is nothing astounding about an Egyptian restaurant in Cairo that serves up a wealth of grills, kofta, mezzas and more.",food_drink,9
KFC,,30.0679657,31.3446441,"fast_food, restaurant, popular","KFC operates multiple branches across Cairo, including locations in Giza, Zamalek, Downtown, Heliopolis, and Obour. The restaurant at 9 El Tahrir Square is a premium location near the museum, offering classic fried chicken and fast‑food dishes.",food_drink,9
Hardees,,30.0680454,31.3446134,"fast_food, budget, popular, takeaway","Hardees operates a network of fast‑food branches across Cairo, offering classic American‑style burgers, fries, and side dishes. The outlets are open daily from 8:00 AM to 11:45 PM and can be found in locations such as Zamalek, Nasr City, Mall of Egypt, Mall of Arabia and Al‑Rehab City. Each branch follows the same long‑hour schedule, making the chain a convenient option for meals at any time of day. Customers can locate specific addresses through the provided phone numbers and mall locations.",food_drink,9
Pizza Hut,,30.0680188,31.3447016,"fast_food, takeaway, delivery, popular","Pizza Hut is a fast‑food outlet located at 1 Mohamed Mahmoud Street, El‑Tahrir Square in Cairo, Egypt. The venue provides dine‑in, takeaway and delivery services, and its location can be viewed on a map. Customer reviews note a Nile‑side pizza experience, varied service quality, and occasional wait times.",food_drink,9
بابا جونز,,30.0686265,31.3445034,"restaurant, fast_food, takeaway, delivery, popular","A grand opening celebration was held in Cairo, attended by local dignitaries, and Papa John’s representatives Robb Chase, president, international, and Myles Felt, vice president, of international operations. The opening represents the first of five planned for this year in Egypt, and 40 over the next four years, by Papa John’s franchisee Vantage Egypt for Tourism and Entertainment.

“The opening of the first Papa John’s restaurant in Egypt not only serves as a platform for rapid expansion in that country, but it further strengthens our foothold throughout the Middle East where we currently have 44 restaurants in eight countries,” Chase says. “We cater to many different cultures and tastes around the world, but one thing remains consistent–a demand for a better quality pizza.”",food_drink,9
Raspberry,,30.0682988,31.3474407,"cozy, family_friendly, local",المكان ده واحد بيروحه لمل يكون عاوز يأكل أكله حلووة و يقعد فى مكان هادى وراقى ويستمتع بوقته. دايما بروح هناك مع أصحابى لما نعوزز نقضى مع بعض يوم حلو. المرة ديه دخلنا وطلبنا شوربة كريمة الفراخ Wasn't ... Actually we need to preserve exactly: ,food_drink,9
Abu Ahmed,,30.0652188,31.3333734,"restaurant, delivery, takeaway","Restaurants, Restaurants Eat Out, Restaurants Home Delivery, and Seafood. No ratings are available, and you can be the first reviewer. Send an email to Abou Ahmed Restaurant for more information.",food_drink,9
KFC,,30.0626428,31.3259535,"restaurant, fast_food, local","KFC operates multiple branches throughout Cairo, Egypt, each identified by its specific street address. All branches share the same daily operating hours from 08:00 AM to 11:45 PM. The listed locations include El‑Nasr Road in Al‑Manteqah Al‑Oula, 30 Tyaran Street near the Health Insurance Hospital, 108 Hassan El‑Maamoun Street adjacent to the Al Ahly Club, City Center Almaza, and various sites in Heliopolis and New Nozha. Every outlet serves the standard KFC menu within these hours.",food_drink,9
Burger Joint,,29.9635182,31.269428,"fast_food, delivery, restaurant","Burger Joint, Nasr City, Egypt.
Its categories include Fast Food, Restaurants, Restaurants Eat Out, Restaurants Home Delivery, and Burger.
It also appears under the Restaurants Home Delivery category and encourages customers to ""Be the first Reviewer!"".",food_drink,9
Mood Swing,,30.0898042,31.328838,"restaurant, popular, local","Location. Cairo ... MOOD SWING, Cairo - Restaurant Reviews, Photos & Phone Number - Tripadvisor. AfricaEgyptCairo GovernorateCairoCairo RestaurantsMood Swing",food_drink,9
Abo Mazen,,30.097655,31.3422455,"restaurant, takeaway, delivery, fast_food","Products/Services: Chicken Shawarma - Meat Shawarma - Mix Shawarma Kebab - Kofta - Chickens - BBQ - Shish - Hawawshi Meals - Rice - Vegetables - Salad Dine-In, Takeaway & Delivery.",food_drink,9
Chili's,,30.0484834,31.2284666,"restaurant, popular, local","Welcome to the official page of Chili's Egypt Chili's Your Tex-Mex destination in Egypt 🌶️ Bold Welcome to the official page of Chili's Egypt Chili's Your Tex-Mex destination in Egypt 🌶️ Orders: 17617 https://linktr.ee/Chilis_egypt Branches 9 · Sheikh Zayed · 6th of October · Heliopolis · Smart Village · New Cairo. Fourth Neighborhood Services Area, Plot 521, Ahmed Moharram Street, First",food_drink,9
Studio Misr,,30.0480323,31.2285071,"restaurant, outdoor_seating, touristic",This restaurant is located on the cruise ship called Nile City. It is one of the restaurants there that serves authentic Egyptian food. We sat outside with spectacular views across the park and water feature.,food_drink,9
Gringos,,29.9626884,31.2767621,"restaurant, takeaway, delivery, popular","Gringos Burrito Grill is a Mexican‑style fast‑food restaurant situated in Cairo, Egypt. It has branches in Maadi, Zamalek, and El Shekh Zayed. Customers can reach the restaurant through hotline numbers such as 01128000935 and 01275249280.",food_drink,9
Lucille's,,29.9547361,31.262069,"restaurant, family_friendly, local","Lucille's restaurant is a family owned restaurant and yes the owner's name is Lucille. They are very famous for 2 things in particular, their breakfast which I believe they serve all day and their burgers. Everything they make is fresh and high quality food.",food_drink,9
Fuego,,29.9780656,31.2848945,"restaurant, popular, local","Fuego Grill and Sushi Bar, Cairo. Locations New Cairo - O1 mall Sheikh Zayed - Guezira Plaza. The best sushi in town! Guaranteed ingredients, taste and value for money! Highly recommended, could... The quality and service was excellent, they were out of avocado and one of our favorite which is one...",food_drink,9
Al malki,,29.9738561,30.9414649,"restaurant, takeaway, delivery","The Thirteenth Part, Al-Nada Building, Behind Carrefour, Maadi. Next to Vodafone Zahraa Maadi - 50 street, Maadi. 100 EGP off orders above 375 EGP.",food_drink,10
Cook Door,,29.9739365,30.9414017,"restaurant, delivery, popular","Cook Door, Cairo: See 12 unbiased reviews of Cook Door, rated 3.3 of 5 on Tripadvisor and ranked #694 of 1496 restaurants in Cairo. 6th District Entrance 1, inside El Ammar Center, Obour City Egypt.",food_drink,10
Costa Coffee,,30.0904002,31.3157294,"cafe, popular, takeaway, budget","Costa Coffee is a coffee shop situated in the bustling district of Sultan Hussein, Cairo, Egypt. The chain operates numerous branches across the city, including locations in Zamalek, Obour, Heliopolis, Downtown, Nasr City, Mohandessin, Al Mokatam, and Al Shorouk, as listed on elmenus.com. Contact details such as telephone numbers and maps are provided for each branch.",food_drink,9
Arabiata Shabrawi,,30.0919133,31.32343,"restaurant, takeaway, delivery","Delicious breakfast.. brunch.. lunch, whatever! The best beans in town Take away traditional Egyptian food",food_drink,9
Arabiata Shabrawi,,30.0920062,31.3235909,"restaurant, delivery, takeaway, local","Arabiata Shabrawi is a restaurant in Cairo, Egypt, that specializes in traditional Egyptian breakfast and dishes such as foul and falafel. It operates multiple branches across the city, including locations in Obour, Golf City Mall, Al Rehab City, and Nasr City, and offers both dine‑in and delivery services. Customers rate it around 4.1 on delivery platforms, noting varied experiences.",food_drink,9
Fuddruckers,,29.9728463,31.2759571,"restaurant, fast_food, popular","Fuddruckers is a fast‑casual restaurant that serves burgers, chicken sandwiches, french fries, soft drinks, and milkshakes. The chain has locations in the Middle East, including branches in Cairo, Egypt such as 10 Road 263 in Nasr City, New Cairo, and Maadi. It operates under a franchise model with numerous sites across North America and the Middle East.",food_drink,9
Tikka,,30.0664466,31.3364148,"fast_food, delivery, popular","Their best selling dishes are Butter Sandwich and Rice Khan, although they have a variety of dishes and meals to choose from like Grills, Sandwiches, Fast Food. They have been reviewed 100 times by talabat users, with a rating of 4.",food_drink,9
KFC,,30.0665298,31.3363949,"fast_food, restaurant, local","Branches 100 · Giza · Zamalek · Downtown · Heliopolis · Obour · Manial · El Obour · Haram and Faisal. Awel Faisal Street, Next to El Abyad Car Gins ( Faisal 3 ).",food_drink,9
Pizza Hut,,30.0664872,31.3364074,"restaurant, family_friendly, popular","Pizza Hut is located at 1 Mohamed Mahmoud St. El Tahrir Sq. in Cairo, Egypt. It offers a variety of pizzas and dining experiences, with reviews ranging from 'very good' to 'truly awful pizza'.",food_drink,9
Atlantis,,30.0188759,31.2225413,"restaurant, cafe, touristic","Atlantis is a restaurant and cafe situated on the banks of the Nile in Cairo, offering seafood dishes and a platter combo menu. It is located near the Radisson Blu Hotel in the Heliópolis area of Cairo. The venue provides a casual dining experience with a focus on international cuisine.",food_drink,9
McDonald's,,30.018489,31.2250577,"fast_food, family_friendly, popular","McDonald's operates numerous locations across Egypt, including branches inside shopping malls, food courts, and along the Cairo–Alexandria Desert Road. The restaurants typically open early in the morning and remain open until midnight, offering a standard menu of burgers, fries, and specialty items. Many outlets are situated near gas stations and popular landmarks, providing convenient takeaway and dining options for families and travelers.",food_drink,9
Nile Peking,,30.0067784,31.2258526,"restaurant, family_friendly, local, touristic","Explore the culinary delights of cairo, egypt at Andrea Manasterly & Nile Peking Cruising Restaurant, where flavors come to life. Indulge in a dining experience that suits every palate with None options and a rating. Secure your table via  and savor unique features like Business. With 160 eateries to choose from, delight in exquisite tastes from to on 28/Apr/2026, 2026.",food_drink,9
KFC,,30.0280616,31.2264578,"fast_food, popular, restaurant","KFC is a fast‑food restaurant located in Cairo, Egypt, with a prominent branch at 9 El Tahrir Square. The chain operates numerous outlets across the city, including locations in Giza, Zamalek, and other neighborhoods. Reviews reflect a mix of experiences, ranging from popular dining to occasional service concerns.",food_drink,9
Shabrawy,,30.0640185,31.2051954,"restaurant, local, popular","Al Shabrawy, Cairo: See 2 unbiased reviews of Al Shabrawy, rated 3.0 of 5 on Tripadvisor and ranked #1328 of 1497 restaurants in Cairo. Ahmed El Sawy St Off Makram Ebaid St.Nasr City, Cairo 11511 Egypt. Can a vegetarian person get a good meal at this restaurant?",food_drink,9
Al Shaf3y,,30.0682744,31.2027067,"fast_food, delivery, restaurant","Al Shaf3y is a fast‑food restaurant in Egypt that operates multiple branches in areas such as El Mohandseen and 6th of October, offering a variety of menu items and quick service. The restaurant provides delivery services with contact numbers like 01111132266, 01013511118, and 01222470001, and is listed under the fast‑food category with a focus on convenient dining.",food_drink,9
Grand Cafe,,29.9555574,31.2525585,"cafe, popular, local","Grand Cafe in Giza, Egypt, is well-known for its diverse menu and high-quality offerings. The restaurant balances local Egyptian favorites and international cuisine, attracting locals and tourists. The menu at Grand Cafe features several popular dishes and beverages. Highlights include grilled chicken, a staple appreciated for its tenderness and flavor.",food_drink,10
TGIF,,29.9556968,31.2523869,"restaurant, family_friendly, outdoor_seating","TGI Friday's is located in the 6th of October area of Giza, Egypt, near the Nile Corniche. It offers a lively patio with views of the river and typical chain restaurant menu. Reviews note a rating of 3.4 out of 5 based on 17 unbiased reviews.",food_drink,10
Cilantro,,30.0355328,31.2140749,"cafe, popular, local","Cilantro is Egypt's first and leading homegrown Western style coffee shop chain, offering gourmet coffee, a variety of beverages and a selection of fresh sandwiches, salads, pastries, desserts and snacks. Our purpose is to deliver magic moments everyday through outstanding hospitality, delicious products of best value and great convenience.",food_drink,9
McDonald's,,30.0357185,31.2141394,"restaurant, fast_food, takeaway, delivery","McDonald's is a fast‑food outlet located in Cairo, Egypt. It operates multiple branches across the city, offering classic menu items in various locations such as Downtown, Heliopolis, Nasr City, Maadi and more. The restaurants are open daily from early morning until late evening, providing dine‑in, takeaway and delivery options.",food_drink,9
El-Omda,,30.0572388,31.2060945,"restaurant, fast_food, popular","From the company Egyptian International Restaurants, El Omda is one of the most well known restaurants in Egypt, serving the best Egyptian food. Their best selling dishes are Regular Koshary, Lux Koshary, Plain Fatteh and Basmati Rice Platter, although they have a variety of dishes and meals to choose from like Egyptian, Sandwiches, Fast Food, Grills, Breakfast.",food_drink,9
Pizza Hut,,30.0551224,31.2041245,"fast_food, family_friendly, popular","This restaurant sits right on top of a Kentucky shop that is located right in front of the gate to the Sphinx attraction in Giza. It is located in Cairo at 1 Mohamed Mahmoud Street, El Tahrir Square. The restaurant operates from 8:00 AM to 11:45 PM daily.",food_drink,9
Momen,,29.9909692,31.136483,"fast_food, popular, local","Moamen Restaurant is one of the most famous fast food stores in Egypt, known for its delicious taste and high quality. It offers a wide range of items including sandwiches, chicken dishes, grills, koshary, and desserts, served with distinguished service. The outlet is located on 261 Shubra Street in the Shubra district of Cairo, in front of Blom Bank Egypt.",food_drink,9
Momen,,30.0072576,31.1890502,"fast_food, restaurant, popular, takeaway","Moamen Restaurant is one of the most famous fast food stores in Egypt, which is distinguished by its delicious taste and high quality, in addition to providing a distinguished service in preparing the most delicious sandwiches. Agric chicken, chicken Kyiv, hot dog, shish kofta, philly cheese steak, Alexandrian liver, meat shawerma, meat fajita, sea food, in addition to serving drinks, salads and delicious and delicious desserts. Momen - Egypt - Shubra - Cairo - Fast food",food_drink,9
Pizza King,,29.8430775,31.3357708,"restaurant, takeaway, delivery","Pizza King is a food and beverage services company and Italian restaurant operating in Cairo, Egypt. Founded in 2008, it employs between 1,001 and 5,000 staff and specializes in pizza and other Italian dishes. The restaurant is located at 51 Abd Al Hameed Badawy St., Building, Cairo/ Heliopolis , Cairo Heliopolis 11799, EG.",food_drink,9
mo'men,,29.8470604,31.3301274,"restaurant, fast_food, popular","Mo'men is a chain of fast food restaurants based in Cairo, Egypt that specializes in sandwiches. It was founded in 1988 and has since expanded to over 60 locations across Egypt and into other countries in the Middle East and North Africa. Mo'men started as a domestic fast food alternative to international chains and has grown to become one of the largest restaurant chains in Egypt, serving over 10 million customers annually.",food_drink,9
KFC,,29.8471349,31.3313076,"fast_food, family_friendly, kid_friendly, takeaway, popular","KFC is a fast‑food restaurant located in Cairo, Egypt. It operates from multiple locations including Inside El Serag City Mall 3 on the 1st floor in NASR City and other sites across Cairo and Alexandria. The brand offers fried chicken, sandwiches, and sides, catering to families and children with a takeaway and delivery service.",food_drink,9
KFC,,29.9569432,31.057323,"fast_food, restaurant, delivery","KFC is a fast‑food restaurant situated at 108 Hassan El Maamoun St., 6th Zone, Nasr City, Cairo, opposite Al Ahly Club. The listing appears in the Fast Food category and provides phone contact, website, and directions. It is one of multiple branches across the city.",food_drink,9
Burger King,,29.995993,30.9615899,"fast_food, restaurant, delivery","Burger King Arabia, Cairo. 1195127 likes · 94 talking about this. The Official BURGER KING® Egypt Facebook page. To end hunger, call 16977.",food_drink,9
On The Run Dreamland,,29.9568871,31.0569821,"cafe, delivery, bakery, popular","On The Run delivers to you. Find your online grocery selection of fresh fruits and vegetables, bakery, dairy, beverages, and many more. Order now and enjoy fast delivery! This grocery store has been reviewed 1000 times by your fellow talabat users.",food_drink,10
McDonald's,,30.0302793,31.0013145,"fast_food, takeaway, popular, budget","McDonald's, Cairo Alex Desert Rd., Phone and Address | Fast Food. Working hours: 05:00 AM - 11:59 PM",food_drink,9
Chili's,,30.0296805,31.0206271,"restaurant, family_friendly, popular","Located at the meeting point mall in Sheikh Zayed district, surrounded by a number of universities, you are bound to find a bustling clientele of all ages. Chili's is in Porto Sokhna...It's like any Chili's Egypt. Friendly staff and same quality of food and drinks اختيارات كثيرة و استمتع بمنظر البحر اختيارات متنوعة من المقبلات و الاطباق الرئيسية و الحلويات و telling السعر مضاف اليه ٢٤٪؜ ضرائب و ال",food_drink,9
Studio Misr,,30.0294622,31.0202194,"restaurant, family_friendly, outdoor_seating","Set in the heart of Cairo, this lively restaurant celebrates Egyptian cuisine, serving an array of authentic dishes that highlight the rich flavors and culture of the region. Additionally, the option of outdoor seating allows for a delightful dining experience under the Cairo sky, particularly pleasant in cooler seasons.",food_drink,9
